Id,ParentId,PostTypeId,CreationDate,Title,Body
84,75,2,2015-02-12T16:19:33.577,,"A compelling reason for doing this is giving people the ability to do other people favors in a very neatly-packaged way, something like this:

I understand what you're saying, but your last two sentences lost me. I suggested an edit that might clarify what you're trying to express without changing the intent of your post

The person can then just review the edit, and apply it or change it slightly if they agree. On meta, where it's much more about voice, that's pretty ideal. Unfortunately the way you've proposed it is just not technically feasible. I'll go into why.
The voices, man, I keep hearing 'em!
Every suggested edit generates an inbox notification. On sites like Ask Ubuntu, Ask Different, Stack Overflow and others where meta sees significantly more participation than other sites, this would create a lot of noise. The alternative is not generating inbox notifications for child meta suggested edits, which (unfortunately, for the most part) means they'd go unseen or approved in a queue by others, and might not be something the author would have approved as suggested. Meta is a town hall; that's why you need privileges to edit directly on the main site to edit here, one of the chief reasons anyway.
Killed by slow, and do you even meta?
On sites that don't have very active child meta sites, participation is much lower. Turning on work queues here would just mean creating a backlog that moderators would feel obliged to clean out from time to time. It just wouldn't work as you intend it to work. Showing them in the main site queue alleviates that to some extent, but that's shown to everyone regardless of meta participation. Queues where you accomplish small units of work are already a big ask on the main site, I really don't want to mix them. As meta sites tend to take on their own culture over time, I don't want non-participants here reviewing suggested edits because the system asked them to.
I am a mean, horrible person.
But with all of that said, turning our engine sort of upside down for discussion here on meta worked well enough. But, it's missing stuff. There aren't any polls, people can get down-voted for asking for support, curating is sort of second class and opportunistic and using it as a bug tracker could be made much more ideal.
I hope to take on a project this year that takes a serious look at child meta sites, and how they could perhaps diverge a bit in terms of features from the main sites. This is something I'd like to see possible, just ... better, not bolted on.
I'm declining it as proposed, but that doesn't make it a bad idea. In fact it's a good one (heck, I up-voted it), but in need of some groundwork that I really want to do.
"
85,62,2,2015-02-13T01:20:36.107,,"It will depend. You can say NO when the answer seems to be clear and thoughtful. In the answer, the reader should be able to assume (and maybe see) that:

There was research done/knowledge is acceptable
Information is clear and useful
It's long enough to provide sufficient information to answer the questions
It's not a copy-paste answer

You can request the proof of prior research (that means YES) if the reader assumes/sees that:

There is not a lot of information
Just a couple sentences long (unless that is sufficient)
Information is debateable
It looks like its an exact replica of a section in a website

This should be the key points for readers to look for when searching valid and proved answers. I hope this answers you question!
"
86,,1,2015-02-13T01:39:42.933,What should the design for our site look like?,"Here at Coffee Stack Exchange, we reached public beta about three days ago! This is exciting as we're slowly moving towards being a non-beta site! Graduated Stack Exchange sites have their own themes, including different icons for stuff like badges. Let's start thinking about what we'd like our site to look like: please answer this question with ideas about stuff like badge icons, downvote/upvote buttons, color themes, even the background! All ideas are appreciated!
"
87,86,2,2015-02-13T01:48:24.803,,"Badge Icons
My recommendation is that instead of the plain colored circles, there should be coffee cups. This would work great since who doesn't want a cup of coffee? This is like awarding cups of coffee to people. :-)
Downvote and Upvote Buttons
I would like to keep them just the way they are for some SE originality and it is easier to know what you are doing. If comfortable enough, there might be a green thumbs up for the upvote button and a red thumbs down for the downvote button.
Word Color
I would like to be optional will variety of colors. I'm think of chocolate brown, black, brown, light brown, and all sorts of brown and coffee related colors!
Background
Just like Area 51's alien themed background, I hope we have a coffee themed background. There would be coffee cups, coffee machines, coffee beans, steam, and a light brown paint underneath all the decorations.
Other
Well I got nothing else. I hope this gets chosen for the new Coffee SE site stlye (if this question survives and there are multiple answers...)! Good Luck to future answers and consider the other meta question about the logo!
"
88,80,2,2015-02-13T12:47:29.603,,"In general, if it would be obvious from the context that a tag refers to coffee (this is a coffee Q&A site, after all), we might as well leave it out. However, I don't see the need for a hard-and-fast rule here (or indeed, in most places on StackExchange sites).
As others have mentioned, other tags may need the word coffee in them for clarification (eg. flavored-coffee, which is not the same thing as flavor, or even flavoring).
"
89,12,2,2015-02-13T12:52:13.503,,"An excellent question; I don't see any reason to make health related questions off-topic, but I do suggest we make it clear that people should stick to actual verifiable research (lest we become bombarded with questions about ridiculous psudo-scientific claims).
I'm having a hard time describing the sort of thing I mean without potentially insulting someone, but you probably know the type and can imagine why that would possibly be bad for the sites image.
"
90,,1,2015-02-13T15:25:38.630,Coffee terminology: Which is correct? Coffee grinds or grounds?,"When we talk about the substance left over after the brewing process, should we refer to it as coffee grinds or coffee grounds.
I am unsure which to use or which is the correct terminology.
If they are both correct, should we choose one?
"
91,,1,2015-02-13T15:33:58.013,Are tea-related questions on topic?,"Apparently tea contains more caffeine than coffee. Does it mean tea questions can be on topic?
"
92,90,2,2015-02-13T15:35:52.080,,"Disclaimer: I am British
Here's how I see it: You grind beans. While you grind the beans, you can adjust the grind. That is to say the grind is the process of grinding.
The grounds are what you get after grinding. I would never call the product of grinding grinds, but then again see disclaimer.
grind - (v.) To smash up beans. Past-tense: ground.
grind - (n.) The process of grinding. Adjusting how one grinds can be expressed as ""[modifying] the grind"". Also can refer to the coarsness as appropriate for a certain method of extraction, e.g. ""an Espresso grind"".
grounds - (n.) The result of grinding. Ground coffee.
"
93,91,2,2015-02-13T15:37:03.327,,"No
But there's an Area 51 Proposal for tea!
"
94,28,2,2015-02-13T21:57:47.827,,"A cup of coffee with answers and questions coming out of the top of the cup like steam. I think it is very coffee related and original!
"
95,,1,2015-02-14T10:56:00.927,Are questions about Coffee Bean Oil on topic?,"Are question about uses of pure coffee oil on topic?
The essential oil is processed through the process of cold pressing using the beans and is a dark brown colour in appearance.
"
96,95,2,2015-02-14T17:33:05.050,,"The beta at Area 51 is defined as follows:

Beta Q&A site for people interested in all aspects of producing and consuming coffee.

Seems that pure coffee oil would fit that bill. I have no experience with coffee oil and I am guessing that is true of many other people, so a few well structured question and answers would be informative.
"
97,,1,2015-02-15T06:31:04.860,What should a community ad for coffee.stackexchange look like?,"Fully launched StackExchange sites can show community ads for anything their community chooses. There are premade templates for ads for Area51 proposals:
area51 ad http://area51.stackexchange.com/ads/proposal/61013.png
but they're perhaps not the best for betas, since they still say ""proposal"" and are pretty generic. Is the premade one good enough? Or does anyone have something they'd like to offer up as an ad for any sites interested in advertising for coffee?
For example, text on a simple image can look good. Here's one from space:

Here are the image requirements:


The image that you create must be 220 x 250 pixels
Must be hosted through our standard image uploader (imgur)
Must be GIF or PNG
No animated GIFs
Absolute limit on file size of 150 KB


"
98,,1,2015-02-16T00:00:31.590,What should our documentation contain?,"What should we list on the About page under ""ask about"" and ""don't ask about"". 
Also, what else should go on the What topics can I ask about here? and What types of questions should I avoid asking? pages?
The initial work on this is essentially already done for us in the Area 51 proposal, but we'll want to flush these out further as well.
"
99,90,2,2015-02-16T09:31:10.970,,"I've seen people refer to grinds as what comes out of the grinder, and grounds as the spent grinds you're left with after brewing. This isn't correct, and should be corrected, just make sure you look out for cases where the person meant to imply spent grounds and fresh grounds respectively. 
"
100,97,2,2015-02-16T11:09:31.843,,"Yes, this size will work fine, and it'll look nicer on high-dpi screens.

"
101,28,2,2015-02-16T13:56:00.227,,"For the sake of discussion, how about a variation on the icon from Ron Cobb?
The icon I refer to can be seen in... Alien from Ridley Scott. Cobb designed the ""Semiotic Standard For All Commercial Trans-Stellar Utility Lifter And Heavy Element Transport Spacecraft"". One of the icons is a simple, straight coffee cup. You can see it on a reproduction by a software company (see around the middle of the page).
The idea here is that this is very nerdy.

On a side note, an icon like that one could be for the chat room.
"
102,,1,2015-02-16T16:38:17.187,"Is ""What type of coffee do you know?"", a valid question?","Does it make sense to ask a question with not one specific answer, but many different answers to collect a list of things like ""known coffee types"" together with preparation method or is this more a wiki thing to collect them?
"
103,,1,2015-02-16T21:51:04.520,Moderator Pro Tem Announcement,"Throughout the beta, we need members from the site whose focus is to engage the community, both in community-building issues and site management. That's why we select a few members from each community to act as temporary, provisional Moderators. You can read about the program here: Moderators Pro Tempore.
I am pleased to announce that these members have stepped up and generously volunteered their time to help us assure that each community’s issues are properly addressed:



We want to make this site a huge success, and these members are great examples of exactly the type of people we need to make this site succeed. Please welcome them for the hard work and time they contribute.
Did I overlook anyone?
Almost certainly. There are members who are actively involved and very deserving of recognition. My failure to account for everyone this early on is in no way a slight against them. Ideally, Moderators are elected by the community and that's why we eventually hold elections.
Most of all, be respectful and understanding of the Moderators Pro Tem. Members of your community are volunteering their time and learning on the job. It’s a learning experience for everyone.
Update - June 2015:
Sam Whited has resigned his moderator diamond. We wish him the best and thank him for his excellent service!
In his place, another community member has volunteered to step up to the plate. Please join me in welcoming:

"
104,102,2,2015-02-16T22:04:07.300,,"It's more ""a wiki thing.""
Not every question about coffee is on topic for a Stack site about coffee: Stacks want to be neatly-sorted piles of questions and answers wherein experts solve actual problems that people are facing. The Stack Exchange has little interest in duplicating services other parts of the Internet are already good at providing, and is structured so that often those services just plain don't work here. This is why we are choosey about the questions we get.
Lets turn to the Help Center and see what it has to say about how question structure helps accomplish Stack goals.
The Help Center lists some flags indicating that a question might be a poor fit for the site. If a potential question hits more than one of the flags, that's a sign it's likely not gonna work out here.

To prevent your question from being flagged and possibly removed, avoid asking subjective questions where …

every answer is equally valid
there is no actual problem to be solved

(source)

A list of coffees would make every answer equally valid, and there's no actual problem being solved. That breaks our voting system, making it impossible for our answers to be neatly sorted by the groupmind.
Now lets look at signs of a good question:


Have you thoroughly searched for an answer before asking your question?
if you give us details and context, we can provide a useful answer.

(source)

The second bullet point there reinforces the idea that questions should have problems they're trying to solve: without a particular situation the querent faces, details and context for useful answers are impossible.
And the first bullet point really hits the thing on the nose: the Stack is a place to ask experts to leverage their education and experience in a field to solve problems we can't solve ourselves. The Stack is not a place to ask experts to do simple research for us.
For further reading, I suggest Repositories; Polling, Recommendations and subjective-ish stuff; Questions with educational value; Is trivia on topic?; and What's so problematic about a recommendation question having potentially hundreds of answers, anyway?.
And, of course, there's always Wikipedia's List of Coffee Drinks.
"
105,102,2,2015-02-17T00:59:50.700,,"Don't even try to answer it.
Yep, those type of questions are off-topic and there is no real problem. You want a list of coffee types, go up to Google and/or Wikipedia and look it up. To answer your question:
That is a wiki question, Downvote it and flag it, no questions asked
That's basically what you should do. Seriously, that question would not survive 5 minutes without at least 3 dowvotes, unless it was deleted. :-) I hope this answers your question!
"
106,102,2,2015-02-17T01:12:12.230,,"I disagree with the other answers. These sorts of questions (if properly worded) are certainly on topic. The way they should be done is by marking the question as community wiki so that everyone can answer in one place instead of having hundreds of different answers with individual names in them.
"
107,97,2,2015-02-17T05:03:13.383,,"I dabbled some.

"
108,,1,2015-02-17T11:08:53.183,Can I ask questions just about caffeine?,"Can I ask questions associated with caffeine, like what are different sources of caffeine?
Or that kind of questions are off-topic?
"
109,108,2,2015-02-17T11:53:55.993,,"It depends really. Caffeine is many things. It is a chemical. It is a psychoactive drug. It is a taste. It is a component of coffee, tea and other drinks.
If you've got a question about caffeine, have a think about what context you're asking it in, and who might be able to answer. Would a chemist be the type of person who might know the answer? Take it over to Chemistry.SE. 
If it's a direct health question (related to caffeine in general and not specifically coffee - which contains other chemicals that have other effects), this might not be the right place.
Your example ""What are different sources of caffeine?"" is a bad question for SE in general, as it's kinda open ended and the answer would just be a big list. Even questions like ""What plants produce caffeine?"" might do better on Gardening.SE.
If your question is about caffeine in relation to coffee in any way, it's probably on topic though.
It's still early days, we've got a long way to go in terms of finding and testing the limits of our scope. If you're not sure, post anyway. It's much better to discuss actual questions than hash imaginary ones out on meta :-)
"
1108,103,2,2015-02-17T13:46:24.933,,"Since there wasn't a nomination post, I think it'd be nice if we introduce ourselves.
I'm fredley, I've been a mod on Arqade for a year already, and a member of Stack Exchange for nearly five years. I live and work in London, and my office currently has no coffee making facilities in it at all :-(



At home, I make my coffee with my trusty Bialetti moka pot, but I've had espresso machines in the past and hope to have another soon.
When it comes to moderation, I'm a quality fanatic - I will edit a lot, but do call me out if you think I've gone too far. During waking hours (GMT) I'm usually hailable in chat.
In terms of growing the community, I believe if we can create great content, people will find us, and if we're welcoming they'll stay. If we can keep it up for the next few months as the beta proceeds, I don't see why we can't carry this site to graduation and beyond!

"
1109,108,2,2015-02-17T14:08:37.097,,"An adjunct to @fredley's answer: You can ask questions associated with coffee.
The tour sums it in the first sentence:

Coffee Stack Exchange is a question and answer site for people interested in all aspects of producing and consuming coffee. 

That's it.  If your question doesn't involve producing or consuming coffee, it's questionable.  Though coffee (does, generally) happen to contain caffeine, caffeine (itself) is not the topic of the site. Some other examples: Cola is off-topic, even though the beverage has a similar color. Tea is off-topic (see also original discussion), even though it has other similarities. Questions that discuss coffee, and happen to mention other topics (e.g., tea or cola) are fine -- if they discuss coffee as their primary topic.
That said, we do need to put some content at the help/on-topic page.  This is the canonical location for detailed information about what is on-topic at a given site; it's shortcut-linkable in comments from [help/on-topic].
"
1110,103,2,2015-02-17T15:37:53.617,,"I shall follow suit!
I'm hoc_age, and I like coffee and Science. I enjoy learning and understanding the nature of the (coffee) universe; to that end, I like explanations that have a basis in demonstrable fact  (though not exclusively :). I experiment with different coffee preparation and enjoyment methods as a vehicle. I also like cooking (and Science) and contribute to Seasoned Advice. I have a tendency to be pedantic and verbose, but I also try to be conscientious and receptive: if you don't like what I say or how I say it, please tell me! 
More broadly, I'm a relatively new ""active"" user (~1 year) to Stack Exchange. I am a huge proponent of the learning-based approach to Stack Exchange, and am a big believer in effort and engagement in a community. I wish I could wear my ""Warm Welcome"" hat year 'round. See my original meta-missive for more of my philosophy. 
I'm rarely the FGITW, so I (try to...) try to take the opposite approach: make a smaller number of higher-quality posts. I originally heard this philosophy as pertains to scientific papers; the original author was lamenting (a perception) that scientists were trying to write as many papers as possible, as quickly as possible (for any number of perceived reasons: funding, relevance, legitimacy, pressure, e-peen, ...) I.e., without as much regard for their content, quality, or profoundness. SE is structured to enhance and enforce quality. Let's make this the best coffee-site possible!
"
1112,,1,2015-02-17T23:26:05.253,How Come I Didn't Get The Half-Bounty,"I am not trying to be greedy here. I have answer this [question][1] long ago (probably during private beta). It had 150 rep as a bounty by Nathan and it was never awarded in during the seven day period. The grace period has past by and this is suppose to happen according to the bounty section in the Help Center:

If you do not award the bounty within 24 hours of the bounty period ending, half the bounty value will be automatically awarded to the top voted answer posted after the bounty start, provided it has a score of at least 2. If no new answer matches this requirement, no reputation will be awarded at all, and the reputation used on the bounty will be lost forever.

Please notice this part for specificly:

If you do not award the bounty within 24 hours of the bounty period ending, half the bounty value will be automatically awarded to the top voted answer posted after the bounty start, provided it has a score of at least 2.

I have the current highest voted answer with a score of +8 yet I didn't get any of the rep (75 to be exact). The half-bounty was actually awarded to therewillbecoffee's answer instead. That answer has a score of +5 at the moment. So my question is why didn't I get any of the 75 rep? My answer has matched all the requirements listed, so I don't quite understand. Did the OP manually award it? 
"
1113,103,2,2015-02-18T00:15:40.373,,"Yay — my power's back on! After a day in the dark, I can finally introduce myself.
I'm Sam; some of you may already know me from other sites in the SE network. I've also got the diamond over on Tor.SE, and occasionally go on ask/answer binges over at TeX.SE. I currently hail from Atlanta, GA (but not for long as I'm moving to Austin, TX this very weekend to start a new job in software engineering).
I have a french press and espresso machine sitting on my desk at all times (and a tea kettle on the stove heating up water for the french press, of course), and generally prefer my coffee black. My favorite roasts are Batdorf & Bronson's ""Dancing Goats"" (makes a seriously good cup of espresso) and anything from the Atlanta Coffee Roasters in the press pot or on drip (I used to practically live in their store-front / coffee shop back when I worked from home). I also recently did a thru-hike of the Appalachian trail, where I learned that it's always possible to make cowboy coffee in the woods if you try hard enough.
I'm looking forward to working with you all to build a great community.



"
1114,97,2,2015-02-18T10:43:01.653,,"
"
1115,1112,2,2015-02-18T13:23:48.530,,"If I recall correctly, I believe you answered the question before Nathan added the bounty. I know that @therewillbecoffee answered after you did.
I think the SE thought process is as follows. If a user attaches a bounty it is because they are not convinced with any of the existing answers. Thus, if the user who added the bounty never awards it, the partial award goes to the best answer that came after the bounty was created.
"
1116,97,2,2015-02-18T20:22:50.053,,"How about coffee beans with a magnifying glass? This could connote the metaphor of examining coffee more closely. Here's an example from Shutterstock of what I'm talking about, because I'm not much of a photographer.
"
1117,,1,2015-02-18T20:31:30.993,"Do we have a blog? (If not, when do we get it?)","Some SE sites have a community blag — do we have one yet that we could start publishing on? Do we have to wait until we're out of beta for it or something?
Many of our users have valuable stories they might like to share, and often do, about their experiences with coffee, especially from stuff they've found on this site! It might be valuable to make the community blog available for people to share stuff independent of any need to answer a question.
"
1118,1117,2,2015-02-18T21:04:56.373,,"No, and never, I'm afraid. This doesn't mean we can't have an unofficial one, or start a community on Medium or something equivalent. It would be good to discuss what the community thinks we should do (if anything) on social media! 
"
1119,,1,2015-02-20T02:07:25.220,How Should A Coffee Moderator Introduce A New User,"I personally think that moderators should have a fun way to introducing our new users to Coffee.SE. Seriously, it is getting old with this similar phrase:

Welcome to Coffee.SE! Please remember to take the tour and earn your next badge of honor! Please take a quick visit to the Help Center to help improve the quality of future your posts.

Lots of mods use a similar phrase to introduce new users on whatever SE site they are on 
(Sam Whited, you know what I mean :-) ). It starts to get old, then boring, and finally just plain annoying. New users should receive a warm, meaningful welcome, not a robotic-like message implied to every new user. My question is, how should the Coffee Mods introduce our new users in a warm, friendly way without using the same message again and again? All suggestions are appreciated and don't be afraid to share your idea?
"
1120,1119,2,2015-02-20T02:27:11.800,,"First off, a defense of messages like that one. Keep in mind that the welcome isn't for us, it's for the new user. Even if the same welcome message has been posted plenty of times and you're tired of it, it's the first time they've seen it - that's why they're being welcomed! So it doesn't seem nearly so robotic to them as to you.
Also, while making them feel welcomed is half the goal, letting them know about the ground rules is really important too. A lot of people expect discussion forums, and are really confused by the way StackExchange sites work the first time they visit. They post not-really-answers, they take downvotes personally, and so on. Pointing them to the tour/help at the first opportunity is an attempt to avoid this.
So in my mind, the canned messages are fine. I might tweak the one you quoted a bit, but there's nothing wrong with something along those lines. If I wanted to go beyond that, I'd simply to throw in a specific comment as well - something very simple that I liked about their post, or a suggestion for improving it. But that's not always too easy, and I don't think there's anything wrong with just using the template.

That said, if you want more variety, why not just welcome them yourself?
The moderators don't own the site. Their primary job is to do the things that no one else can. This early in a beta, there's a little more in that category since there are fewer high-reputation users. But welcoming a new user? All you need to be able to do is comment.
So if you want to contribute some variety, go for it. A variety of users doing the welcoming is perhaps even more meaningful than a variety of messages: it demonstrates that the site is a community site, not one kept carefully under the control of a few moderators. Just keep in mind why you're doing it: to make them feel welcome, yes, but also to help them learn how the site works so they can make good contributions.
"
1121,,1,2015-02-21T14:14:43.257,What should be our motto?,"A lot of sites have a special motto. It is usually funny, interesting and catchy. I think we should have a catchy motto too. So what do you think our motto should be? Make it as awesome, catchy, and more interesting as you can! All ideas are okay!
"
1122,1121,2,2015-02-21T19:54:32.503,,"A few thoughts: 

Coffee.SE: overthinking coffee since 2015.
Where real coffee nerds learn about real coffee.
Coffee + Science: FUN
Serious coffee questions need serious answers.

"
1123,1121,2,2015-02-21T23:48:52.507,,"I have a few suggestions:

Serving Coffee and Knowledge Since 2015
Coffee.SE - Official Q/A for Coffee-ers!
Coffee + Knowledge = Coffee.SE

"
1125,80,2,2015-02-25T01:02:52.283,,"No, no question should not have that tag.
It is weird having that tag when the site itself is about coffee. It's not an factor or aspect of coffee, it is coffee. Having ""coffee"" is probably not acceptable. If you can't find the tag you need, get to 125 rep and make a new one.
Like the others, people can include coffee in their tags for more detail. I'm perfectly fine with that and so are the mods.
"
1126,,1,2015-02-25T01:07:08.577,Where's The Tag Wiki for Flavor?,"I recently got 2 rep for having an approved edit on the ""flavor"" badge as shown here:
+10  Are there any disadvantages to shade grown coffee?
+10  How hot should the water be for instant coffee?
+2   flavor tag wiki
+2   brewing-process tag wiki

So I checked the tag out and hoped to see my edit shown on the flavor badge. Then I found this weird quote when I clicked the ""flavor"" tag:

The flavor tag has no wiki summary, can you help us create it?

What?! I just got an approved edit and it says there has been no edit or current summary.I clicked on it and it shows a piece of my summary (okay, not, hoc_age also edited this one plus brewing-process). Why isn't the tag summary for flavor showing properly? The brewing-process wiki (which I edited) was approved and is visible:
The process of brewing coffee, hot or cold. (hoc_age edited it so it is shorter than my original) 

"
1127,1126,2,2015-02-25T02:23:08.233,,"You suggested content/edit for the flavor tag wiki, but it looks like you did not suggest content/edit for the flavor tag wiki excerpt. That's the reason that there was no content there: no one had yet put any content in the excerpt.  There are two different fields for the tag wiki: one for the ""excerpt"" (short version) and one for the main tag wiki.
Looking at the history of the universe, it looks like you suggested tag wiki edits to the following:

temperature tag wiki
temperature tag wiki excerpt
brewing-process tag wiki
brewing-process tag wiki excerpt
bean-varieties tag wiki
bean-varieties tag wiki excerpt
flavor tag wiki

I.e., you suggested an edit to the ""flavor tag wiki"", but you did not submit a suggested edit for the ""flavor tag wiki excerpt."" I put in a placeholder for the ""flavor tag wiki excerpt""; feel free to suggest an edit if you'd like.
I think everyone can view the history of the tag wikis and excerpts; see the flavor tag wiki excerpt history here.
Thank you for proposing content for the tag wikis!
"
1128,,1,2015-03-03T14:43:49.033,Do we allow summary-like questions and answers?,"This question is spurred by a recent question on the main site: Why does some coffee ""hit me"" harder than other coffee?
The original (see the history) was specifically about one brand; it received several close-votes for ""opinion-based"" reason.
I edited the question in an attempt to make it ""more objective"" -- e.g., what affects coffee's stimulation? I provided an answer about the tangible aspects of caffeine, which turned out to be more of a survey, predominantly with links to other questions about factors that affect caffeine content in coffee.  The question was closed, but it has now received re-open votes, so it looks like we have disagreement (at least in part, a good thing)!
Such ""survey"" questions and answers are not always on-topic, and are often controversial (another example is this question of mine from Stack Overflow, in which I summarized a handful of other questions). That question was closed and subsequently re-opened, meaning that it probably received several close- and open-votes.
I happen to (personally) appreciate those kind of question/answer when appropriate; I value them as an index and summary of several questions, often comparisons of (or distinguishing between) questions within a certain tag.
To the extent that this represents an example of a ""survey of other questions"" answer: Are such ""survey"" answers (and the related question) reasonable? Or should such questions be discouraged, and limit to more narrow, on-point questions about a similar topic?
"
1129,1128,2,2015-03-03T17:45:29.563,,"tldr; keep it case by case, let the community decide.
I can't speak for everyone but I gave one of the initial close votes and also gave the first re-open vote.
I felt that in this case your edit accomplished two things. It played down company brands in the question and made it answerable. I may have also had the bias of wanting to not reject someone's first question to the site if it could be saved.
That said, I can see problems with opening the door to all ""summary-like"" questions, many of which may instead belong as wikis or just good chat discussions. Instead I think we just need to weigh each question as it comes in. Maybe eventually we'll have a list specifically for coffee.se to show which borderline questions survive and which don't.
"
1130,1121,2,2015-03-03T21:39:13.010,,"Keep calm and drink coffee

Original image here.
"
1131,1128,2,2015-03-05T16:30:26.660,,"Setting aside the ""primarily opinion based"" reason to close Questions, the concern raised by ""summary-like"" questions is a potential need to manage a set of nearly-duplicate Questions, varying only in minor details but all asking essentially the same thing.  Joel had an early blog post about this.
At Math.SE we might treat these as ""abstract duplicates"", and a list of them, List of Generalizations of Common Questions is maintained on meta.  
For example, we get a lot of posts asking things very similar to: why is 1+2+3+... = -1/12?  (It makes a little more sense than one might suspect at first glance.)  Rather than run through the basics each time, it was thought expedient to have one well-answered post of this kind and then be able to refer new Questions to that one as an ""abstract duplicate"".
Something of the kind seems to be in the spirit of ""summary-like"" questions.  Although it is early days, we might see such repetitive trends emerging.  If so, I'd recommend keeping track of those with a meta thread, so that finding those ""canonical"" answers can be easy enough (and it would admit some discussion on meta whether a topic deserves ""summary"" treatment).
"
1132,,1,2015-04-11T02:59:36.357,Asking for an alternative for Kopi Luwak was flagged as off-topic,"Yesterday I asked in the main site this question:
https://coffee.stackexchange.com/q/1724/157
and was almost immediately flagged as off-topic because of being a ""product recommendation"" one.
Even in the case that such a question indeed is a ""product recommendation question"", I think it relates to this answer:
https://coffee.meta.stackexchange.com/a/38/157
in the sense that my question points specifically to a very unique kind of coffee, one that is produced just in a limited region of the planet, and since its features are very special, I really don't think that a plethora of answers will be received, and is very likely that the one or two that may appear will all point towards the same direction.
Said all this, I expect the opinion of the community, in order to keep the question open or close it right away.

Finally, I made a new question.
Well, I've just rephrased the question with a new one, following @hoc_age recommendations:
What does Kopi Luwak taste like?
"
1133,1132,2,2015-04-15T14:20:39.447,,"My take on this is that the ""product recommendation"" might be a little misleading. Let's focus instead about what you're really asking, and what type of answer you're looking for. It seems that there's quite a bit of interest in the topic of Kopi Luwak, because there are several questions about it and much discussion. I think there's a lot of room for interesting Q&A related to this topic!
Fundamentally, what's your question or what are you trying to solve? From your initial question, it sounds like...

you have never tried Kopi Luwak;
you don't know how it tastes,
you are unable or unwilling to try it;
you are looking for an alternative.

Are any of those a more fundamental question that you have?  How about changing the question to, ""What does Kopi Luwak taste like?"" Then you can also ask in the body of the question, or infer from the answer, ""What other coffees taste like it?""  Though similar in concept, I think ""how does it taste"" comes across better.  What do you think? I'd be happy to re-articulate the question with you, or un-lock it if you change it around.  For example:

What does Kopi Luwak taste like?
I have never had the opportunity to try Kopi Luwak, but I'd like to know how it tastes. How is does the taste differ from more traditionally processed coffee from the same region? Are there other coffees that have similar tasting notes?

Or something like that. That said, this answer says Kopi Luwak is delicious, and has some descriptions, but there's probably room for another question on the topic.
Another question might be something more like ""Why does Kopi Luwak taste different?"" For example, what is it about the Kopi Luwak digestion process that changes the beans? What happens to the beans during digestion (e.g., protein digestion)?
There might also be room for a question about Black Ivory Coffee, which is apparently coffee digestively ""processed"" in a similar way by rescued elephants.
"
1134,,1,2015-04-15T15:18:58.147,How do we get more participation?,"Okay, Coffee beta-ers! We're 75 days into beta. How are we doing?
According to the Coffee Beta Stats on Area51, certain things are not looking good:

Need more questions!  ""Healthy"" is about 10 questions per day; we average less than 2.
Need more users!  ""Healthy"" is over 1000 visits per day. We have about 85 visits per day, which I think means unique users/IP-addresses.

How can we get more participation?
Edit: As @RobertCartiano points out in comments, there's nothing special about the upcoming 90-day threshold, it's just how the stats happen to be listed/pegged-against in Area51. Thanks very much for the link -- an excellent read. Nonetheless, it still seems like a good time-frame to check up to see if we could encourage more participation. Or will it simply take more time for a niche site like this?
"
1135,1134,2,2015-04-23T14:54:29.663,,"I've seen other sites have some success via regular events, e.g. World Building or Code Reviews.
Alternatively we can cross our fingers and hope for a major new coffee product, for which we can quickly position ourselves as the de-facto help resource, but that seems like wishful thinking.
However if one does come about (or some other, similarly major coffee-related event occurs), then we should be sure to position ourselves as the best resource out there by quickly producing a comprehensive set of questions and answers on all facets of the new subject.
One thing to note is that more questions will tend to lead to more users, and vice versa, as more questions lead more people to the site via google and more users post more questions.
"
1136,1134,2,2015-04-27T13:49:31.280,,"I think we need to encourage more product specific questions. I think we're losing questions where users want to ask a question relating to their specific set up, whether it be machine, or grinder or other coffee making equipment. The questions we have already have on brewing methods etc are great, but take a look at any other successful coffee site and you'll see 9/10 times they're split into sub sections on machine manufacturer as well as different brewing methods.
For example, we can't just lump all 'espresso' questions together and discourage questions which want to know the specifics on one machine/brand. An entry level £50 espresso machine is a whole different ball game to one costing £1000+, and believe me people who are into their coffee will drop that kind of money easily, and will want answers on their specific set up.
This is just my opinion, but I have been put off asking questions I've had because they're very much related to my machine and grinder set up. I think more questions on specific machines would get more search engine hits and therefore grow the site quicker.
"
1137,1121,2,2015-05-06T11:31:04.670,,"Coffee SE - Jittery with knowledge
"
1138,,1,2015-05-14T02:19:34.513,Can I ask about Keepcups here?,"Australian coffee shops have been taking to stocking their own Keepcups in recent years, often marked with the coffee shop's brand. For those unaware — I don't know what their presence is like outside Australia — this is a Melbourne-based company that produces reusable coffee cups in glass or plastic, like this one:

I have some questions about my own keepcup and maintaining it. This isn't about coffee itself, but this is intimately a coffee product, and I'm going to find my expertise on keepcups within the coffee drinker world.
Do questions about Keepcups fit here, or not?
"
1139,,1,2015-05-14T08:36:07.627,Should we produce canonical community wiki questions and answers for basic topics?,"I'm thinking questions such as:
What is Kopi Luwak?
How do I make a Cappuccino?
Simple questions that might not even be asked by the user base until the site has grown a little, but might bring in more beginners.
Thoughts?
"
1140,1138,2,2015-05-14T08:36:56.437,,"I would say yes, since they are intrinsically related to coffee, and would be a useful addition to a repository of coffee knowledge.
"
